ntips	nstates	this_algo	error	rep	mean_time	median_time	algo
256	8	0	2.44118621555924	3	3.8361363	3.8106835	EULER
512	8	0	4.18940448468186	3	7.4900809	7.4402495	EULER
1024	8	0	8.40971329743365	3	14.3366504	14.3329235	EULER
32	16	0	0.610368634083034	3	0.4548622	0.4467155	EULER
64	16	0	0.821840283782066	3	1.1805499	1.1740145	EULER
128	16	0	1.44092677369426	3	2.251843	2.242331	EULER
256	16	0	1.24301871445772	3	4.9538373	4.929799	EULER
512	16	0	3.08850074607426	3	8.7650948	8.683267	EULER
1024	16	0	8.24953390942665	3	17.8843927	17.9934445	EULER
32	32	0	0.662419977384559	3	0.6554014	0.646898	EULER
64	32	0	0.253032389297402	3	1.1920996	1.179324	EULER
128	32	0	1.83357661686972	3	2.5997772	2.5886375	EULER
256	32	0	2.11171540317719	3	5.2057864	5.208394	EULER
512	32	0	4.49221828470229	3	9.8893066	9.8555595	EULER
1024	32	0	9.14726900120809	3	19.2048961	19.261923	EULER
32	2	1	1.38827718600015	3	1.3849103	1.379978	RUNGE_KUTTA4
64	2	1	3.19335403220093	3	3.2145148	3.2214725	RUNGE_KUTTA4
128	2	1	7.56433806892903	3	6.6974648	6.6302945	RUNGE_KUTTA4
256	2	1	14.5780068834122	3	11.1733692	11.0807625	RUNGE_KUTTA4
512	2	1	27.948270114478	3	21.8131439	21.6595005	RUNGE_KUTTA4
1024	2	1	56.6515841407311	3	43.7928298	43.307972	RUNGE_KUTTA4
32	4	1	2.05666074399517	3	1.2112794	1.205072	RUNGE_KUTTA4
64	4	1	3.22050199871481	3	2.7479963	2.745155	RUNGE_KUTTA4
128	4	1	7.34095106113418	3	4.4817059	4.4736535	RUNGE_KUTTA4
256	4	1	15.1784921032323	3	9.115735	9.102697	RUNGE_KUTTA4
512	4	1	27.9722698860209	3	19.6822386	19.6655885	RUNGE_KUTTA4
1024	4	1	57.8273302415021	3	39.6969831	39.6970405	RUNGE_KUTTA4
32	8	1	1.52733060622724	3	2.0517999	2.046679	RUNGE_KUTTA4
64	8	1	4.63181387043147	3	4.0183895	4.0152735	RUNGE_KUTTA4
128	8	1	6.79650159675163	3	5.891823	5.801049	RUNGE_KUTTA4
256	8	1	14.9566969740488	3	12.3798885	12.38323	RUNGE_KUTTA4
512	8	1	29.3115820238979	3	23.6531419	23.5459515	RUNGE_KUTTA4
1024	8	1	57.1653446266353	3	48.9324627	48.4926475	RUNGE_KUTTA4
32	16	1	1.61334930945803	3	2.233598	2.211417	RUNGE_KUTTA4
64	16	1	3.6297826050067	3	3.9420967	3.9383165	RUNGE_KUTTA4
128	16	1	6.72142576271267	3	6.9728495	6.942653	RUNGE_KUTTA4
256	16	1	14.87917638413	3	15.652693	15.662369	RUNGE_KUTTA4
512	16	1	28.6676618738786	3	33.4649052	33.550218	RUNGE_KUTTA4
1024	16	1	56.1437403873354	3	65.9353923	66.0284295	RUNGE_KUTTA4
32	32	1	1.53366591823962	3	3.1167093	3.111695	RUNGE_KUTTA4
64	32	1	3.59549975624174	3	5.8260057	5.7993475	RUNGE_KUTTA4
128	32	1	6.82665904739463	3	8.3125122	8.312094	RUNGE_KUTTA4
256	32	1	13.6566718415935	3	17.8359266	17.8766355	RUNGE_KUTTA4
512	32	1	28.4414628844842	3	34.4987038	34.535899	RUNGE_KUTTA4
1024	32	1	55.9922839970643	3	70.2094291	70.366783	RUNGE_KUTTA4
32	2	2	1.78663169378979e-05	3	0.6582468	0.6535195	RUNGE_KUTTA54
64	2	2	5.95078417973127e-05	3	1.2620538	1.2540875	RUNGE_KUTTA54
128	2	2	8.47124047709258e-05	3	2.4925253	2.4846615	RUNGE_KUTTA54
256	2	2	0.000168496076355495	3	4.4629853	4.4892745	RUNGE_KUTTA54
512	2	2	0.000294033274258254	3	8.8863851	8.859239	RUNGE_KUTTA54
1024	2	2	0.000602545970423307	3	18.1686252	17.9484675	RUNGE_KUTTA54
32	4	2	1.65325900880475e-05	3	0.6702393	0.657599	RUNGE_KUTTA54
64	4	2	2.269646849129e-05	3	1.0534335	1.0458485	RUNGE_KUTTA54
128	4	2	7.57627456664522e-05	3	1.9406612	1.9255035	RUNGE_KUTTA54
256	4	2	0.00014870340936568	3	4.3536752	4.3538105	RUNGE_KUTTA54
512	4	2	0.000296350750090824	3	9.0485442	8.7899285	RUNGE_KUTTA54
1024	4	2	0.000575566985844489	3	17.0129008	17.075352	RUNGE_KUTTA54
32	8	2	3.75903265137367e-06	3	0.4686628	0.467318	RUNGE_KUTTA54
64	8	2	4.77146646034043e-05	3	1.3824298	1.3685595	RUNGE_KUTTA54
128	8	2	9.36896005896415e-05	3	2.7392592	2.7243885	RUNGE_KUTTA54
256	8	2	0.000136008971480805	3	4.9576626	4.962312	RUNGE_KUTTA54
512	8	2	0.000283938318261789	3	10.9942894	11.033182	RUNGE_KUTTA54
1024	8	2	0.00057599947149356	3	22.4814562	22.4821245	RUNGE_KUTTA54
32	16	2	3.60848851812534e-05	3	0.910405	0.906305	RUNGE_KUTTA54
64	16	2	4.65743985671452e-05	3	1.6465641	1.6171425	RUNGE_KUTTA54
128	16	2	7.06812108717259e-05	3	3.024365	3.024365	RUNGE_KUTTA54
256	16	2	0.000124466760553332	3	5.1253813	5.1032905	RUNGE_KUTTA54
512	16	2	0.00026768871407512	3	12.2193448	12.1448355	RUNGE_KUTTA54
1024	16	2	0.000602513128342252	3	25.4406066	25.2342495	RUNGE_KUTTA54
32	32	2	1.30877013475583e-05	3	1.1111533	1.0928345	RUNGE_KUTTA54
64	32	2	3.67539638972403e-05	3	2.0667895	2.0384995	RUNGE_KUTTA54
128	32	2	6.55223991827825e-05	3	3.5079395	3.510543	RUNGE_KUTTA54
256	32	2	0.000142821477709276	3	6.8852202	6.873486	RUNGE_KUTTA54
512	32	2	0.000287397915258225	3	14.0244313	14.0126315	RUNGE_KUTTA54
1024	32	2	0.000527978886566416	3	28.8070387	28.9755405	RUNGE_KUTTA54
32	2	3	1.14551435075327e-05	3	0.8504794	0.8442925	RUNGE_KUTTA_DOPRI5
64	2	3	2.69139859199186e-05	3	2.0156297	1.8865535	RUNGE_KUTTA_DOPRI5
128	2	3	4.41825903862991e-05	3	3.8641475	3.578849	RUNGE_KUTTA_DOPRI5
256	2	3	7.37409682756152e-05	3	6.7760085	6.696038	RUNGE_KUTTA_DOPRI5
512	2	3	0.000104982173866119	3	12.8370221	12.765186	RUNGE_KUTTA_DOPRI5
1024	2	3	0.000324642898931415	3	28.7792161	28.928206	RUNGE_KUTTA_DOPRI5
32	4	3	1.30986411726042e-05	3	0.7144824	0.7045645	RUNGE_KUTTA_DOPRI5
64	4	3	1.43396667908746e-05	3	1.7302492	1.7296465	RUNGE_KUTTA_DOPRI5
128	4	3	3.68605790583842e-05	3	3.231046	3.23777	RUNGE_KUTTA_DOPRI5
256	4	3	7.21196583981509e-05	3	6.5240512	6.498049	RUNGE_KUTTA_DOPRI5
512	4	3	0.000116951717586744	3	12.2865766	12.268758	RUNGE_KUTTA_DOPRI5
