ntips	nstates	rep	likelihood	mean_time	median_time	method
512	8	6	-1539.69517537668	37.206598	37.131896	tensorphylo
512	8	6	-706.365006804571	29.5797534	28.111445	diversitree
1024	8	6	-2710.53820588142	64.4215452	64.786478	tensorphylo
1024	8	6	-1318.25532085309	59.5368872	55.584479	diversitree
32	16	6	-42.1730327952827	2.7384761	2.724737	tensorphylo
32	16	6	-27.1124946421295	6.631586	6.63093	diversitree
64	16	6	-249.975188160483	8.004184	8.0028105	tensorphylo
64	16	6	-82.2027639259511	14.3045064	14.2713415	diversitree
128	16	6	-339.788396953245	14.7891715	14.9024955	tensorphylo
128	16	6	-164.136148894508	28.9570741	28.241989	diversitree
256	16	6	-623.511341875763	27.069758	27.1992155	tensorphylo
256	16	6	-309.670471242032	59.8920456	57.924841	diversitree
512	16	6	-1346.60473445077	62.3529107	62.42332	tensorphylo
512	16	6	-703.198706525205	121.7210911	122.926077	diversitree
1024	16	6	-3456.59632138466	124.0959915	124.1018545	tensorphylo
1024	16	6	-1354.37176613857	242.4189165	241.8897295	diversitree
32	31	6	-102.106010353308	10.95971	11.0305375	tensorphylo
32	31	6	-43.4242800830264	45.9260475	44.473684	diversitree
64	31	6	-196.400109577559	17.7590434	17.5025105	tensorphylo
64	31	6	-76.5972985946898	88.0563642	88.288088	diversitree
128	31	6	-297.594615260939	35.2874536	35.2975355	tensorphylo
128	31	6	-175.0631679851	175.8713409	175.925834	diversitree
256	31	6	-905.39824231719	71.7555965	72.0156595	tensorphylo
256	31	6	-330.682201990115	350.1285938	349.3225625	diversitree
512	31	6	-1436.25543367336	146.6090915	145.724988	tensorphylo
512	31	6	-689.674786106106	704.5616505	703.9711685	diversitree
1024	31	6	-3471.07991790699	294.8625372	296.3432235	tensorphylo
1024	31	6	-1375.36097435911	1419.4102461	1418.242193	diversitree
32	64	6	-85.9560209667626	22.7392724	22.534666	tensorphylo
32	64	6	NA	NA	NA	diversitree
64	64	6	-317.166205721302	51.7341444	52.085088	tensorphylo
64	64	6	NA	NA	NA	diversitree
128	64	6	-536.241513177242	80.3906147	79.002326	tensorphylo
128	64	6	NA	NA	NA	diversitree
256	64	6	-902.783774204393	182.7258029	180.6446675	tensorphylo
256	64	6	NA	NA	NA	diversitree
512	64	6	-1556.93015459598	343.3750656	343.363397	tensorphylo
512	64	6	NA	NA	NA	diversitree
1024	64	6	-3256.87367923751	695.1155539	686.1601945	tensorphylo
1024	64	6	NA	NA	NA	diversitree
32	128	6	-154.217374527635	81.6306187	81.887455	tensorphylo
32	128	6	NA	NA	NA	diversitree
64	128	6	-231.142349179122	123.2588125	123.066543	tensorphylo
64	128	6	NA	NA	NA	diversitree
128	128	6	-569.835299328708	238.7687029	240.183617	tensorphylo
128	128	6	NA	NA	NA	diversitree
256	128	6	-778.571546532089	533.4774081	534.3017705	tensorphylo
256	128	6	NA	NA	NA	diversitree
512	128	6	-1410.44832520397	1031.0503495	1031.59895	tensorphylo
512	128	6	NA	NA	NA	diversitree
1024	128	6	-3379.54759890799	2088.459558	2088.4630225	tensorphylo
1024	128	6	NA	NA	NA	diversitree
32	2	7	-48.6130709248548	0.9642052	0.9565095	tensorphylo
32	2	7	-32.4714136843557	0.6012527	0.589662	diversitree
64	2	7	-161.309681476975	2.3341382	2.3015555	tensorphylo
64	2	7	-88.9609708693569	1.1213295	1.1109155	diversitree
128	2	7	-236.56878942674	4.524186	4.454199	tensorphylo
128	2	7	-161.476167471009	2.3153684	2.3031955	diversitree
256	2	7	-445.81637870482	7.1323641	7.1267635	tensorphylo
256	2	7	-289.404219759724	4.6811709	4.623406	diversitree
512	2	7	-1100.36403475921	18.1270225	18.120934	tensorphylo
512	2	7	-710.52336630157	9.8903029	9.587932	diversitree
1024	2	7	-2119.36398251838	32.54744	31.7081905	tensorphylo
1024	2	7	-1296.16417735905	20.0178974	18.712933	diversitree
32	4	7	-83.8858815859545	1.4365129	1.434508	tensorphylo
32	4	7	-36.1509293327249	0.7906399	0.7784055	diversitree
64	4	7	-120.95431039571	2.6923388	2.692511	tensorphylo
64	4	7	-79.1745802627938	1.6034444	1.595064	diversitree
128	4	7	-338.526078071515	5.4932948	5.5031225	tensorphylo
128	4	7	-166.558836897525	3.2112266	3.210423	diversitree
256	4	7	-772.803099053765	11.1810444	11.1688715	tensorphylo
256	4	7	-333.305373320544	6.5459411	6.5075815	diversitree
512	4	7	-1208.62169530901	24.3740859	24.3920275	tensorphylo
512	4	7	-708.895386282138	13.4651749	13.117581	diversitree
1024	4	7	-2611.50871222447	45.4415628	45.5119885	tensorphylo
1024	4	7	-1347.34389828904	27.9022015	26.177721	diversitree
32	8	7	-71.7738247216302	2.5734921	2.5740005	tensorphylo
32	8	7	-49.5481997140363	1.7431068	1.729872	diversitree
64	8	7	-206.703908748079	4.4950227	4.491427	tensorphylo
64	8	7	-84.1933716633485	3.5623301	3.555233	diversitree
128	8	7	-335.813433274216	8.3689733	8.345755	tensorphylo
128	8	7	-175.484942198509	6.8678936	6.871354	diversitree
256	8	7	-727.997329545975	17.5504641	17.501137	tensorphylo
256	8	7	-328.175274386731	14.0315038	14.038564	diversitree
512	8	7	-1100.00428600334	32.606931	32.8140425	tensorphylo
512	8	7	-618.795342812881	28.8739056	28.0250375	diversitree
1024	8	7	-2541.43721695228	65.0071359	64.367991	tensorphylo
1024	8	7	-1267.20845761625	59.299981	55.21388	diversitree
32	16	7	-167.55847522711	5.1545118	5.1009125	tensorphylo
32	16	7	-49.7720827305956	7.8841319	7.8651325	diversitree
64	16	7	-244.625085362466	8.0111253	8.073966	tensorphylo
64	16	7	-84.525267331916	14.5258449	14.527366	diversitree
128	16	7	-290.803959943319	13.0142118	13.0486805	tensorphylo
128	16	7	-149.189658691675	28.2260974	27.5893715	diversitree
256	16	7	-649.193733045508	30.9472756	30.838765	tensorphylo
256	16	7	-359.626250512908	61.7647124	59.362178	diversitree
512	16	7	-1247.54574778374	53.8518395	53.6691435	tensorphylo
512	16	7	-650.668656937988	120.7895875	121.928424	diversitree
1024	16	7	-2325.32294513341	120.5703154	120.646067	tensorphylo
1024	16	7	-1328.18626427497	245.798731	246.516887	diversitree
32	31	7	-78.8568562774114	8.9200133	8.937426	tensorphylo
32	31	7	-39.2717886438074	46.8492773	45.494584	diversitree
64	31	7	-181.34034735775	19.4899978	19.917677	tensorphylo
64	31	7	-93.4523698661768	86.2147057	86.9734435	diversitree
128	31	7	-338.933677169374	34.9784612	34.551766	tensorphylo
128	31	7	-181.936056029569	179.9335881	180.8169495	diversitree
256	31	7	-804.064415216015	70.8945596	70.4053435	tensorphylo
256	31	7	-337.822288649462	343.8209119	343.364955	diversitree
512	31	7	-1876.24528499026	136.5042479	136.370141	tensorphylo
512	31	7	-653.542354418814	683.1036609	685.430661	diversitree
1024	31	7	-3577.48217250876	278.156751	277.2715405	tensorphylo
1024	31	7	-1318.73312018718	1396.794314	1394.604586	diversitree
32	64	7	-106.544316494981	32.2464385	32.2349585	tensorphylo
32	64	7	NA	NA	NA	diversitree
64	64	7	-224.963432625814	44.5328019	44.2924435	tensorphylo
64	64	7	NA	NA	NA	diversitree
128	64	7	-533.4972000053	92.387063	91.4379335	tensorphylo
128	64	7	NA	NA	NA	diversitree
256	64	7	-1128.84755846409	180.3949693	178.9504245	tensorphylo
256	64	7	NA	NA	NA	diversitree
512	64	7	-1852.54255194203	350.171201	349.4597895	tensorphylo
512	64	7	NA	NA	NA	diversitree
1024	64	7	-3950.90186098782	734.8923558	735.08777	tensorphylo
1024	64	7	NA	NA	NA	diversitree
32	128	7	-79.881583456251	63.0520919	62.9505595	tensorphylo
32	128	7	NA	NA	NA	diversitree
64	128	7	-154.038014617806	124.3086339	124.2153835	tensorphylo
64	128	7	NA	NA	NA	diversitree
128	128	7	-504.94145319111	269.0946891	270.200701	tensorphylo
128	128	7	NA	NA	NA	diversitree
256	128	7	-661.976620734515	506.0349929	506.4018035	tensorphylo
256	128	7	NA	NA	NA	diversitree
512	128	7	-1820.32884495091	990.8275455	992.771663	tensorphylo
512	128	7	NA	NA	NA	diversitree
1024	128	7	-4003.86971804075	1946.7090977	1943.3228995	tensorphylo
1024	128	7	NA	NA	NA	diversitree
32	2	8	-84.9067563328458	1.5005344	1.48297	tensorphylo
32	2	8	-57.0896211117334	0.5940736	0.5847215	diversitree
64	2	8	-123.559520649678	2.7177998	2.449586	tensorphylo
64	2	8	-95.7800588091469	1.2041864	1.193346	diversitree
128	2	8	-274.165482632095	4.4513823	4.460636	tensorphylo
128	2	8	-174.762754325173	2.3625143	2.348603	diversitree
256	2	8	-460.10207651066	8.5966176	8.523039	tensorphylo
256	2	8	-293.77334108611	4.8117723	4.709178	diversitree
512	2	8	-978.387016624864	17.0886442	17.1458925	tensorphylo
512	2	8	-653.770344129601	9.8701555	9.4783595	diversitree
1024	2	8	-2202.79603212214	34.644139	34.6584685	tensorphylo
1024	2	8	-1339.19806538147	20.6341028	19.0891285	diversitree
32	4	8	-74.9799611760845	1.6115255	1.60679	tensorphylo
32	4	8	-46.6250312884064	0.8112834	0.8103445	diversitree
64	4	8	-148.215075733724	2.8445185	2.864506	tensorphylo
64	4	8	-82.9593005664662	1.6270481	1.615974	diversitree
128	4	8	-276.394434958357	5.8654313	5.856563	tensorphylo
128	4	8	-179.940110700997	3.1859255	3.1913375	diversitree
256	4	8	-648.863660935672	11.2558161	11.2603425	tensorphylo
256	4	8	-326.803745421579	6.4596156	6.3082805	diversitree
512	4	8	-1294.27132715003	20.9994087	20.9460595	tensorphylo
512	4	8	-659.716662278268	13.4806852	12.991014	diversitree
1024	4	8	-3020.26000503579	46.5814817	46.631063	tensorphylo
1024	4	8	-1346.11771703269	27.1695971	25.748984	diversitree
32	8	8	-72.2014183037341	2.572873	2.5527625	tensorphylo
32	8	8	-44.9948182969839	1.7853122	1.7648245	diversitree
64	8	8	-259.924732024809	4.325664	4.3272835	tensorphylo
64	8	8	-71.4408292351824	3.383238	3.391192	diversitree
128	8	8	-404.495614139299	10.1009404	10.0840525	tensorphylo
128	8	8	-182.031091050065	7.1837617	7.164627	diversitree
256	8	8	-555.750375125108	16.4654647	16.453259	tensorphylo
256	8	8	-322.133470554665	14.1516994	13.9975435	diversitree
512	8	8	-1427.60438453178	36.79545	36.8949775	tensorphylo
512	8	8	-677.080675191366	29.2526964	28.117923	diversitree
1024	8	8	-2435.05909241659	65.1892292	65.403856	tensorphylo
1024	8	8	-1351.7586171793	59.7442693	55.7961415	diversitree
32	16	8	-136.290163711122	4.5547884	4.5529065	tensorphylo
32	16	8	-44.0003942890267	7.4047107	7.3950675	diversitree
64	16	8	-206.484196588832	8.288068	8.241738	tensorphylo
64	16	8	-91.7825681996852	15.0119737	15.0641585	diversitree
128	16	8	-308.508480139297	14.1002116	14.0881125	tensorphylo
128	16	8	-157.265903195073	29.498516	28.44826	diversitree
256	16	8	-644.245567876244	27.1999412	27.1867925	tensorphylo
256	16	8	-333.161038012438	60.869543	58.3012825	diversitree
512	16	8	-1623.53996473756	60.4509904	60.356674	tensorphylo
512	16	8	-660.33008309882	122.8183618	123.926682	diversitree
1024	16	8	-2796.36854616011	118.9317627	118.8595535	tensorphylo
1024	16	8	-1358.78293263488	243.9965432	243.7587965	diversitree
32	31	8	-82.0947027675835	8.0570166	8.0443435	tensorphylo
32	31	8	-34.8463102908836	41.0951159	40.022273	diversitree
64	31	8	-147.106392102809	15.5600699	15.290499	tensorphylo
64	31	8	-79.6615047589839	85.8400641	86.32427	diversitree
128	31	8	-406.694302826141	38.2136113	38.4966425	tensorphylo
128	31	8	-173.211726818861	176.8004706	176.871663	diversitree
256	31	8	-1002.04040730688	72.9737762	70.947343	tensorphylo
256	31	8	-335.670437327883	351.6989307	350.4222645	diversitree
512	31	8	-2006.92244690316	143.5677607	143.8146955	tensorphylo
512	31	8	-667.27795293173	699.9065392	698.330614	diversitree
1024	31	8	-3488.04578756792	308.5192682	308.141937	tensorphylo
1024	31	8	-1442.76108812908	1429.6894791	1428.4448585	diversitree
32	64	8	-144.994123713538	30.3635135	30.306011	tensorphylo
32	64	8	NA	NA	NA	diversitree
64	64	8	-310.340926054749	51.8748605	51.4988905	tensorphylo
64	64	8	NA	NA	NA	diversitree
128	64	8	-443.002614530684	89.3128133	88.6063095	tensorphylo
128	64	8	NA	NA	NA	diversitree
256	64	8	-819.910504518474	167.8616301	165.4288705	tensorphylo
256	64	8	NA	NA	NA	diversitree
512	64	8	-1959.87028002442	373.6861114	371.632651	tensorphylo
512	64	8	NA	NA	NA	diversitree
1024	64	8	-3565.27204869246	706.5151488	703.8537855	tensorphylo
1024	64	8	NA	NA	NA	diversitree
32	128	8	-126.463367736526	71.5545858	71.5753195	tensorphylo
32	128	8	NA	NA	NA	diversitree
64	128	8	-214.641247700053	168.1217628	168.1376175	tensorphylo
64	128	8	NA	NA	NA	diversitree
128	128	8	-489.500374920575	240.9103953	241.0056465	tensorphylo
128	128	8	NA	NA	NA	diversitree
256	128	8	-833.84697231851	455.8154951	457.950976	tensorphylo
256	128	8	NA	NA	NA	diversitree
512	128	8	-2039.37263715597	1059.9412496	1058.394787	tensorphylo
512	128	8	NA	NA	NA	diversitree
1024	128	8	-3111.66560576561	1991.6885659	1993.5550335	tensorphylo
1024	128	8	NA	NA	NA	diversitree
32	2	9	-68.204327334267	1.0958685	1.0824615	tensorphylo
32	2	9	-40.9431958373186	0.5567431	0.54735	diversitree
64	2	9	-94.9006692514838	1.7664194	1.7271455	tensorphylo
64	2	9	-66.7770770166689	1.1346053	1.124138	diversitree
128	2	9	-254.290349800024	4.1324679	4.1297865	tensorphylo
128	2	9	-164.487623257459	2.2943313	2.295836	diversitree
256	2	9	-450.414615469393	7.9869394	7.973516	tensorphylo
256	2	9	-321.167183233415	4.7227121	4.6898465	diversitree
512	2	9	-1180.3274914691	16.9229714	16.8952595	tensorphylo
512	2	9	-667.642829307702	9.7170451	9.2522445	diversitree
1024	2	9	-1937.05937610854	34.0977607	34.091664	tensorphylo
1024	2	9	-1368.00206750248	19.7840539	19.150731	diversitree
32	4	9	-50.1369442357542	0.9937785	0.977727	tensorphylo
32	4	9	-25.4142013014384	0.8089013	0.788758	diversitree
64	4	9	-117.199991455318	2.6780708	2.6748195	tensorphylo
64	4	9	-72.6481604637503	1.5541952	1.5419895	diversitree
128	4	9	-279.726446184959	5.9481201	5.939793	tensorphylo
128	4	9	-173.104174810879	3.206856	3.203617	diversitree
256	4	9	-624.805380119815	11.665566	11.6622245	tensorphylo
256	4	9	-348.475232699114	6.5169418	6.4901975	diversitree
512	4	9	-1171.99830345805	20.6831593	20.718571	tensorphylo
512	4	9	-646.248786118202	13.2009832	12.727097	diversitree
1024	4	9	-2329.31110477262	43.3172995	42.960825	tensorphylo
1024	4	9	-1382.35538684426	26.880338	25.6844705	diversitree
32	8	9	-97.5099045488767	2.0575932	2.049508	tensorphylo
32	8	9	-38.5403394492548	1.6513324	1.642009	diversitree
64	8	9	-158.826937332295	4.6321021	4.5789005	tensorphylo
64	8	9	-85.550740018678	3.3334681	3.30542	diversitree
128	8	9	-336.911398749448	8.0583901	7.991187	tensorphylo
128	8	9	-157.107021725799	6.5995814	6.599893	diversitree
256	8	9	-926.814574549084	17.9190295	17.9014405	tensorphylo
256	8	9	-328.648800596984	13.7883451	13.6506015	diversitree
512	8	9	-1821.10341984094	35.0154596	35.0421875	tensorphylo
512	8	9	-648.661698256182	28.6167536	27.638305	diversitree
1024	8	9	-2867.28667288316	70.4027933	70.5435545	tensorphylo
1024	8	9	-1345.22907762601	59.6724496	56.0232815	diversitree
32	16	9	-71.1749153360002	3.8155912	3.817428	tensorphylo
32	16	9	-39.0948802113604	7.220797	7.210629	diversitree
64	16	9	-146.498787613615	7.7617961	7.7586145	tensorphylo
64	16	9	-78.6562236020664	14.4148374	14.3735135	diversitree
128	16	9	-377.823046539839	16.3901887	16.410742	tensorphylo
128	16	9	-172.574473161796	29.6548982	28.620583	diversitree
256	16	9	-843.922436702067	31.6082161	31.568647	tensorphylo
256	16	9	-342.785285833981	61.1256946	59.201622	diversitree
512	16	9	-1629.29159778265	58.4811126	58.7829505	tensorphylo
512	16	9	-656.420225508155	121.1012203	123.2297435	diversitree
1024	16	9	-2858.53388802875	110.4393097	110.690611	tensorphylo
1024	16	9	-1255.78798595978	238.8982793	239.2276815	diversitree
32	31	9	-105.699658906934	8.3558984	8.394012	tensorphylo
32	31	9	-37.2500875450322	41.1937414	39.836256	diversitree
64	31	9	-92.2216412247398	9.557633	9.3775815	tensorphylo
64	31	9	-55.505471954371	77.0686225	77.782453	diversitree
128	31	9	-593.733242854876	40.6368958	39.7783435	tensorphylo
128	31	9	-176.763439332531	180.3737067	179.86167	diversitree
256	31	9	-731.60283598519	66.3212761	65.8085875	tensorphylo
256	31	9	-305.835807651869	346.6274685	345.6163675	diversitree
512	31	9	-1488.0733744252	127.3989064	127.014925	tensorphylo
512	31	9	-651.827029247017	696.8310349	697.5064525	diversitree
1024	31	9	-3129.2876133063	280.7685412	279.5252695	tensorphylo
1024	31	9	-1324.61241654877	1406.0626961	1399.514254	diversitree
32	64	9	-157.614078935742	20.1397535	20.1224105	tensorphylo
32	64	9	NA	NA	NA	diversitree
64	64	9	-123.650769620222	35.0127946	35.0635895	tensorphylo
64	64	9	NA	NA	NA	diversitree
128	64	9	-470.160781329638	93.280494	93.0910125	tensorphylo
128	64	9	NA	NA	NA	diversitree
256	64	9	-704.88617365289	155.3008496	155.231043	tensorphylo
256	64	9	NA	NA	NA	diversitree
512	64	9	-1527.00811725065	364.8121821	365.7190775	tensorphylo
512	64	9	NA	NA	NA	diversitree
1024	64	9	-3478.3017222867	675.6894546	672.743867	tensorphylo
1024	64	9	NA	NA	NA	diversitree
32	128	9	-107.829309315269	69.2153021	69.166672	tensorphylo
32	128	9	NA	NA	NA	diversitree
64	128	9	-224.185398109415	133.8885955	133.3800315	tensorphylo
64	128	9	NA	NA	NA	diversitree
128	128	9	-416.635465773759	249.5930555	249.1533715	tensorphylo
128	128	9	NA	NA	NA	diversitree
256	128	9	-723.797032546449	478.8961171	478.3780575	tensorphylo
256	128	9	NA	NA	NA	diversitree
512	128	9	-1486.09610259784	1056.0483857	1058.691463	tensorphylo
512	128	9	NA	NA	NA	diversitree
1024	128	9	-3456.78127207403	2052.6182846	2059.0530665	tensorphylo
1024	128	9	NA	NA	NA	diversitree
32	2	10	-72.1125593751754	1.3236276	1.302283	tensorphylo
32	2	10	-44.5330201461955	0.5796211	0.57236	diversitree
64	2	10	-153.212394180562	2.4198938	2.406946	tensorphylo
64	2	10	-92.8764532898848	1.1656997	1.152223	diversitree
128	2	10	-288.810133040594	4.3322322	4.3414285	tensorphylo
128	2	10	-176.918866953237	2.2948315	2.290875	diversitree
256	2	10	-505.313284551247	8.1752852	8.167118	tensorphylo
256	2	10	-333.401700854318	4.6947501	4.646858	diversitree
512	2	10	-1248.7729625444	16.2287266	16.266094	tensorphylo
512	2	10	-675.459348904532	9.5742872	9.432706	diversitree
1024	2	10	-2025.05843111381	33.1742234	33.0052665	tensorphylo
1024	2	10	-1379.61338472795	19.9829449	18.656763	diversitree
32	4	10	-79.8371778409571	1.2414472	1.2347355	tensorphylo
32	4	10	-31.3906629299202	0.7853345	0.7709025	diversitree
64	4	10	-174.443918820712	3.1468402	3.1397185	tensorphylo
64	4	10	-92.9202234755749	1.5674751	1.5415795	diversitree
128	4	10	-263.18059240098	5.0878417	5.113807	tensorphylo
128	4	10	-146.084112239084	3.0962052	3.0991285	diversitree
256	4	10	-575.672943960469	11.0449367	11.04581	tensorphylo
256	4	10	-323.778183566856	6.4085091	6.414081	diversitree
512	4	10	-1452.73734990265	24.1369419	24.22321	tensorphylo
512	4	10	-697.509762549364	13.4180044	12.97773	diversitree
1024	4	10	-2280.7595836911	44.1599397	43.9630495	tensorphylo
1024	4	10	-1358.27371207365	26.7799577	25.6797145	diversitree
32	8	10	-66.5650774535251	2.0466339	2.0383355	tensorphylo
32	8	10	-34.4196824313498	1.679155	1.6749115	diversitree
64	8	10	-235.184121644211	5.0287607	5.0188715	tensorphylo
64	8	10	-88.1782525179854	3.5720061	3.5486525	diversitree
128	8	10	-361.27841405348	8.3086377	8.26355	tensorphylo
128	8	10	-158.710552922927	6.7133728	6.6684655	diversitree
256	8	10	-736.26904129628	17.603268	17.56194	tensorphylo
256	8	10	-334.572193275509	14.0371864	13.9208325	diversitree
512	8	10	-1206.01581442429	34.0608115	33.94472	tensorphylo
512	8	10	-681.576423878445	29.2444718	27.9859645	diversitree
1024	8	10	-3694.00276709241	74.9139167	75.0942675	tensorphylo
1024	8	10	-1395.26979324005	61.2789731	57.0853455	diversitree
32	16	10	-97.3344112931928	4.1714876	4.158712	tensorphylo
32	16	10	-43.7559221444705	7.3965886	7.4064655	diversitree
64	16	10	-200.696185972066	8.4654094	8.413077	tensorphylo
64	16	10	-95.4369974472484	15.2065228	15.139168	diversitree
128	16	10	-362.34300087712	12.4912363	12.4816095	tensorphylo
128	16	10	-144.580519502827	28.5640645	27.8920745	diversitree
256	16	10	-665.983615096742	28.1484352	28.16331	tensorphylo
256	16	10	-316.325399805301	58.0428882	56.447406	diversitree
512	16	10	-1901.46603404854	65.0149751	65.3068295	tensorphylo
512	16	10	-677.257910355649	124.0887509	125.9770715	diversitree
1024	16	10	-2640.30782911324	113.1564453	113.0812595	tensorphylo
1024	16	10	-1393.29186134998	242.9265826	243.3297725	diversitree
32	31	10	-102.327970386602	10.5912758	10.8115155	tensorphylo
32	31	10	-44.4057827482443	45.6436928	44.6302425	diversitree
64	31	10	-169.289751258944	19.6788971	19.6628825	tensorphylo
64	31	10	-80.381637157623	89.8915652	90.391552	diversitree
128	31	10	-429.270288501437	31.8184559	31.6596875	tensorphylo
